naziv,opis,datum_od,stevilo,sifra_prizorisca
1 Tradicionalni Strojniški Piknik // 8. 10. // Kampus // 10€,prvič slovenija taktirka zagnan ekipa strojniks pomoč šofs šsfs predstavljati tradicionalen strojniški piknik sam začetek semestra glava svež priden študent strojništvo tehničen smer lahek privoščiti mali zabava posvetiti resen del študij pripravljati velik dogodek letošnji jesen potekati sam središče študentski življenje študentski kampus organiziran različen aktivnost popestriti sam piknik srečel vlečenje vrv papa rrpa slacka lina hoja gurten hitrosten vijačenje hitrosten sestavljanje beerpong turnir hitrosten pitje pivo presenečenje sam dogodek predstavljati znan strojniški podjetje danfoss brinox gorenje stojnica lahek pozanimati možnost zaposlitev točen podjetje ukvarjati izgled delo inženirjev industrija vabiti študent strojništvo študent tehničen smer prijatelj znanec študij zaključiti konec piknik organiziran afterparty velik ljubljanski klub cirkus kjer lahek izjemen strojniški obarvan dan zaključiti stil cenik piknik predprodaja piknik dan dogodek paketa piknik afterparty cirkus karta paketa piknik afterparty cirkus karta karta afterparty klub cirkus mogoč kupiti paket skupaj piknik afterparty predprodaja znižati cena volja vstopnica cena piknik vključen all can drinka all can eati piknik majica edinstven ustvarjen design namenjen piknik kdaj torek kje študentski kampus pivovarniški ljubljana cena več informacija infa strojniks sofsinfa gmailc zaseben sporočiti organizator dogodek društvo strojniks študentski organizacija fakulteta strojništvo šofs sponzor dogodek fakulteta strojništvo študentski svet fakulteta strojništvo šsfs danfoss brinox gorenje metronik dometi herza beretti plastika skaz mejhn burek,2019-10-08 15:00:00,639,533671950114401
Poskočna @Disko Klub Rezidenca s Poskočnimi Muzikanti,poskočen rezidenca družba poskočen muzikant petek ura naprej rezidenca nastopiti energija poln skupina poskočen muzikant skupaj prepevati top uspešnica hulapalo aditi mada obljubiti nepozaben petkov zabava rezidenca zato enostaven del družba energičen dje vroč hostes akcijski cena pijača noč prekratek rezervacija miza rezervacija miza obvezen nakup boati izbira vstop vstopnica predprodaja event prodajen mesto spleten stran dan dogodek vhod diska klub rezidenca diska klub rezidenca stičišče nepozaben zabava,2019-11-22 21:00:00,513,106417717399908
TrNOVfest - Leteči potepuhi & Gušti,trnovfesti ponedeljek avgust leteč potepuh gušta dneven trnovfesti vstopnica mesečen trnovfesti vstopnica dan tedenski trnovfesti vstopnica dan kupec vstopnica predprodaja prejeti brezplačen pijača dan festival trnovfesti izžrebati lahek cel dan preživel glasben izvajalec paket meet anda greet trnovfesti akcija program festival videti trnovfest uraden povezava,2019-08-26 18:00:00,576,717882301739945
Spring break 2020 by:Collegium,drag potnica potnik drag prijatelj hvala prijeten beseda vzpodbuden sporočiti dan izjemen zahteven nepredvidljiv čas globalen raven skupen poslanstvo vrsta medsebojen podpora izmenjava pozitiven misel beseda veselje misel svetel prihodnost naprej povezovati ekipa omejen zasedba dan dan truditi prej bolj konkreten obvestiti nadaljnji ukrep priprava collegium spring break festival trenuten vedno potekati skupaj lokalen partner dan dan truditi ustvariti neverjeten zgodba delo opravljati velik mera odgovornost pozitiven energija hkrati določen mera negotovost vedeti videti svet mesec priprava dosleden upoštevati navodilo pristojen organ institucija sklad navodilo slednji odločitev način izvedba potovanje april maj sporočiti dan izteči obdobje trenuten odrejen karantena znan nadaljnji navodilo ukrep začasen potreben poravnati preostal finančen obveznost collegium spring break varnost dober počutje zdravje potnik ekipa vselej prednosten nalog storiti potovalen doživetje zgoditi informacija volja epošta infa collegiums odgovor trenutek vedeti zato enkrat prositi potrpežljivost strpen komunikacija velik pomen iskren hvaležen trenutek podpirati turizem človek svet dokončen ustaviti veseliti nov skupen potovalen doživetje normalizacija razmera skupaj enkrat prositi držati navodilo pristojen organ ostati dom skrben umivati roka držati navodilo varnosten razdalja iskren upati dovolj letos lahek skupaj uživati poletje poln glasba zabava potovanje šport neskončen prijateljstvo skupaj uspel ostanid stayhom ekipa collegium mondial travel razprodan namestitev popolnoma razprodan koncerten prizorišče povečati volja zadnji festivalski vstopnica spring break party morje party oder party človek tiparty frend glavooooo nastop jan plestenjak sars modrijan mamba kings mca stojen ines erbus vanillaz mik val kdaj kje poreči lanteren hrvaški spring break edin originalen velik slovenski spring break festival let edin waterproof spring break prepuščati naključje zato večeren žura koncert streha varen morebiten spomladanski padavina nastopajoč nivo pravi festival dan žura lokacija popestritev vzdušje imeti več žura lokacija koncerten šotor club zodiak club byblos secreti beach party sunset lighthous party boati party sports day arena party vasica kup ekskluziven žurerski naselje gost festival kjer nastanjen neposreden bližina oza osrčje zabava oddaljen namestitev nepotreben vožnja človek mesto let izkušnja organizacija spring break poreči morebiten skok civilizacija sprehod mesto plaža neposreden bližina biser ister prečudovit obmorski mesto poreči delavnica dneven dogajanje dan čakati konstanten dogajanje plesen delavnica boota camp štafeten igra odbojko nogomet mivka pivski igrica nakup festivalski vstopnica digitalen vstopnica collegium collegium spring break let originalen edin pravi prvomajski vikend odklop oza pobeg prijatelj odločati študent mlad zaposlen razlika kresovanje dolgčas nekam lep vseeno predaleč kjer mesto vikend združiti več misleč party odklop željen žurer izkušen collegium ekipa skupaj energija dneven nočen animacija povezati celota poskrbeti spring break enostaven ostati kri vedno,2020-04-29 10:00:00,6583,57525299090
Vlado Kreslin: Tradicionalni koncert z gosti,koncert vlada kreslina gallusov dvorana dolgoleten tradicija znanilec vznemirljiv pričakovanje vstop nov leto uvod decembrski praznik sam praznik ljubiteljev dober godba glasben sporočilo priljubljen prekmurec vedno znova prisluhniti kitara črn petje fota matevž čebašek,2019-12-08 19:30:00,1734,265166920191742
Vlado Kreslin: Tradicionalni koncert z gosti,koncert vlada kreslina gallusov dvorana dolgoleten tradicija znanilec vznemirljiv pričakovanje vstop nov leto uvod decembrski praznik sam praznik ljubiteljev dober godba glasben sporočilo priljubljen prekmurec vedno znova prisluhniti kitara črn petje fota matevž čebašek,2019-12-09 20:00:00,705,265166920191742
"Made in China ft. GROOT G, YAKSA & Avadox",sezona zabava klub cirkus prinašati nov nanizanka mada chin vzpenjajoč prežeč tigra skrit zmaj razbeliti kitajski azijski scena avadox slovenski dje zvezda azijski trg groota chin kitajski bobnar producent dje mešati futura hous futura bounca bass hous reden nastop ibiza privillega azija evropa imeti rezidenca hollywood club los angelo mentor glasben posloven guruj vpliven založba agencija spinnina armada armin van buuren revealed hardwell odreti deti mojster steva aok das berlin viceton showtek predstaviti priljubljen festival ada ultra europiti groota show video granda hyatti viti groota gota nothing this yaksa japan rezident tokijski klub ville varovanec založba warner musica japan stazati deliti odreti mojster blacked eyed peas chainsmokers lmfa armin van buuren ney deorra kura dad lifa hardwell dimiter vegas lik mik ummet ozcan dje snak nerva chuckio will spark tjr reden nastop evropa nastopiti festival ultra koreo europiti australio singapor edca japan chin številen dje yaksa lov mix liv ati djakarta warehous projecti avadox yaksa backa avadox odreti deliti mojster hardwell martin garrix dimiter vegas lik mik zedd steva aok afrojacka jojaz blu fedda granda vina galantis mik perry tinio tempa netsky headhunterza reden nastopanje evropa zadnji let odličen prijeti azija ultrašiti zaplesati singapur seulo split mtv summerblast pripraviti teren velik vrnitev will smith jazzyje jeff groota chin ultra europiti ada hollywood club resident fba yti yaksa japan ultra koreo australio singapor edca chin japan fba avadox ultra europiti singapor koreo mtv summera blast fba sce klub cirkus trg mladinski deloven brigada cena vstopnica tickets prices navaden regular eura vip eura informacija infa cirkusklubs vip rezervacija miza rezervacija cirkusklubs izgubljen predmet lost founda garderobacirkus gmailc,2019-09-20 23:00:00,609,237302949627686
5 years of Bass Fighters / BF XL w/ A.M.C + Innate MC,bfxti years bass fighters amca innat mca maribor štuk bass fighters amca innat mca kje štuk gosposvetski cesta maribor kdaj petek avgust obletnica spodobiti iti velik zato ponosen predstavljati prvič slovenija superzvezda drum nbass dober dja svet pravi titan neverjeten uničevalec dancefloor dama gospod pripraviti prihajati amca amca let prebiti dje fokus trd delo pripeljati pomemben vpliven položaj najbolj spoštovan sodoben producent lastnikov založba scena prejeti več nagrada drum bass awards dober dje danes seti player obravnavati spoštovan dober oder pridružiti innat mca bolj bolj prepoznaven tekoč flow dober časoven razporeditev besedilo innat obvladovati mali velik množica ustvarjati vzdušje vznemirljiv začetek konec party zvezda svetoven kov poslastica uho oči neverjeten dje energija več dogajati štuk kjer bass fighters upihniti svečka delovanje skupaj proslaviti nov list zgodovina lineup amca titan records innat mca titan recordsviper recordings aveha spenca kryptøniti dominus diaboleti anilina woog nukleus vstopnica early bird sold outi presati bass fighters štuk dan dogodek štuk vstop,2019-08-30 22:00:00,1172,202091796475825
Coby X RnB vibes New night club Opening in Ljubljana #DAY1,ljubljana bogat nov odpirati nov koncept klub ljubljana kjer lahek zabavati svetoven uspešnica zvezda balkan zamuditi priložnost del nepozaben otrvoritven večer cobyje rnba hit zabavati nor zabaven poleten noč velik hit nov interier lep hostesa plesalka trajati zgodnji jutranji ura drak coby carda nicka minati dje khaled rast migos savaga jati brat bub corell anastasija ražnatović tyg vabiti pura club ljubljana cesta ljubljanski brigada šiški ljubljana slovenio informacija infa pureljubljanac vip rezervacija miza rezervacija pureljubljanac,2019-08-30 22:00:00,1323,445713185468708
Občinski praznik Občine Križevci,pgd graba občinski praznik občina križevec vabiti velik veselica ansambel modrijan praznovanje potekati petek ura naprej vaški jedro križevec ljutomer poskrbljen hladen pijača dober jedača manjkati obilica dober volja,2019-09-06 20:00:00,965,104629676242916
15. Dobrodelni tek in pohod božičkov,dobrodelen tek pohod božiček sodelovanje tekaški forum partnerjev različen oblika organiziran vsakič namen tek dobrodelnost roka roka dogodek vedno potek božičnonovoleten čas decembrski vzdušje okrašen ljubljana pripravljenost človek aktiven sodelovanje dober namen vedno pritegniti velik število človek leto veselje ugotavljati udeleženec vedno več prijavljen lahek udeležiti nočen pohod park lučka cec kratek dolg tek rožnik cilj dogodek spodbujanje tek hoja rekreacija zimski obdobje zbiranje sredstvo sklad rdeč nosek kloven zdravnikov posebnost dogodek udeleženec tek pohod nositi božičkov kapica iti pravi tek pohod božiček iti netekmovalen nočen tek pohod lučka zbran sredstvo prijavnina greda rdeč noski kloven zdravnik prijavninadonacija posameznik skupina družina otrok najmanj odrasel oseba otrok oseba zbran sredstvo prijavnina greda program obiskovanje otrok pediatričen klinika izvajati organizacija rdeč noski kloven zdravnik,2019-12-13 16:00:00,926,350149841848973
